,val/acc,val/f1,test/acc,test/f1,Task,Model,Subject,Category
559,0.9952380657196044,0.994350254535675,0.9684684872627258,0.9674418568611144,LR,TSCeption,S50,C1
560,0.862500011920929,0.8754717111587524,0.7357723712921143,0.6733668446540833,LR,TSCeption,S51,C1
561,0.9527027010917664,0.9523809552192688,0.901960790157318,0.901960790157318,LR,TSCeption,S52,C1
562,0.9405940771102904,0.945945918560028,0.915343940258026,0.92380952835083,LR,TSCeption,S53,C2
563,0.7055214643478394,0.7234042286872864,0.6467065811157227,0.5874125957489014,LR,TSCeption,S54,C3
564,0.9068322777748108,0.8936170339584351,0.6965517401695251,0.65625,LR,TSCeption,S55,C3
565,0.9038461446762084,0.8999999761581421,0.900900900363922,0.8865979313850403,LR,TSCeption,S56,C3
566,0.9668874144554138,0.9659863710403442,0.9607843160629272,0.9615384340286256,LR,TSCeption,S57,C1
567,0.739130437374115,0.77173912525177,0.7278106212615967,0.726190447807312,LR,TSCeption,S58,C3
568,0.7222222089767456,0.6486486196517944,0.6966292262077332,0.6197183132171631,LR,TSCeption,S6,C3
569,0.9937888383865356,0.9938650131225586,0.9759036302566528,0.9759036302566528,LR,TSCeption,S60,C1
570,0.9279999732971193,0.9343065619468688,0.9098360538482666,0.919708013534546,LR,TSCeption,S61,C2
571,0.9038461446762084,0.8837209343910217,0.8737863898277283,0.8737863898277283,LR,TSCeption,S62,C3
572,0.7803468108177185,0.7570621371269226,0.6607142686843872,0.5714285969734192,LR,TSCeption,S7,C3
573,0.9727272987365724,0.9743589758872986,0.9529914259910583,0.951111137866974,LR,TSCeption,S8,C1
574,0.9869565367698668,0.9882352948188782,0.9623430967330932,0.9647058844566344,LR,TSCeption,S9,C1
