,test/acc,test/f1,val/acc,val/f1,Task,Model,Subject
29,0.5597826242446899,0.5668124556541443,0.7101449370384216,0.7222078442573547,2D,EEGNet,S38
30,0.6065573692321777,0.60701584815979,0.6956521272659302,0.704749345779419,2D,EEGNet,S39
31,0.3719007968902588,0.3701103031635284,0.3125,0.3186683058738708,2D,EEGNet,S4
32,0.3571428656578064,0.3545162081718445,0.3333333432674408,0.3469937443733215,2D,EEGNet,S49
33,0.3076923191547394,0.2957431077957153,0.5897436141967773,0.5941725373268127,2D,EEGNet,S5
34,0.311224490404129,0.3087878227233886,0.3835616409778595,0.3909141421318054,2D,EEGNet,S51
35,0.6428571939468384,0.6398359537124634,0.5,0.4861732423305511,2D,EEGNet,S52
36,0.3063063025474548,0.3029759228229522,0.3488371968269348,0.3614399433135986,2D,EEGNet,S57
37,0.489130437374115,0.4869959652423858,0.6341463327407837,0.6319727897644043,2D,EEGNet,S60
38,0.4178082346916199,0.4108136594295501,0.431034505367279,0.4317712783813476,2D,EEGNet,S8
39,0.4944444596767425,0.496899664402008,0.439393937587738,0.4326971173286438,2D,EEGNet,S9
40,0.5405797101449276,0.5367047290468892,0.7308984145625367,0.7245400673234118,2D,riemann,S1
41,0.6978102189781021,0.6836479809696409,0.7676822172855179,0.762655809074255,2D,riemann,S2
42,0.5354838709677419,0.5359094373019836,0.7899642331159267,0.7909053639392052,2D,riemann,S20
43,0.546,0.5436440071045874,0.708053077099062,0.699404046113336,2D,riemann,S23
44,0.5984496124031008,0.5912835315853291,0.6839077015283188,0.6777460496082851,2D,riemann,S26
45,0.6442953020134228,0.634877114290285,0.6944444444444444,0.6947802900425947,2D,riemann,S28
46,0.6116129032258064,0.6031556221329127,0.7243768996960487,0.7195366962915335,2D,riemann,S29
47,0.5987341772151898,0.5943034429465348,0.7281234688878001,0.7292417713310884,2D,riemann,S30
48,0.7570552147239263,0.7557113677151158,0.8162560706401767,0.8162990091294571,2D,riemann,S36
49,0.7239130434782608,0.7242542624547071,0.8132805816937554,0.8121710826836178,2D,riemann,S38
50,0.6049180327868853,0.6050026940177814,0.7153628023352794,0.713100825366641,2D,riemann,S39
51,0.628099173553719,0.6253590754541737,0.7447941888619855,0.7415870000492996,2D,riemann,S4
52,0.6053571428571429,0.60271664242539,0.7257731958762885,0.7243334977668938,2D,riemann,S49
53,0.6109890109890109,0.615113877071002,0.6906886296042096,0.6888966495895847,2D,riemann,S5
54,0.5806122448979593,0.5810066419628692,0.7030089506760617,0.699079410959029,2D,riemann,S51
55,0.8271428571428571,0.8273799797898173,0.8322033898305085,0.8319234395558281,2D,riemann,S52
56,0.5783783783783785,0.5783329759674458,0.7011111111111111,0.6999946724622698,2D,riemann,S57
57,0.6239130434782608,0.6175383019198332,0.7316447368421052,0.7328430966029569,2D,riemann,S60
58,0.7356164383561643,0.7356479551293746,0.8342066384319906,0.8321961892560756,2D,riemann,S8
59,0.7633333333333333,0.7630152291359422,0.7670079819398532,0.768908357344818,2D,riemann,S9
60,0.4333333333333334,0.4312673563746628,0.614069289489137,0.6133565862423264,2D,tangent,S1
61,0.5124087591240876,0.519668974866273,0.6514968792975776,0.6448521175535029,2D,tangent,S2
62,0.4258064516129032,0.4224619066805591,0.6172312223858616,0.612410081151382,2D,tangent,S20
63,0.364,0.3638577407862303,0.5172958133150309,0.4982040095140112,2D,tangent,S23
64,0.5069767441860465,0.4948674735465195,0.6060033962641096,0.5971308399776494,2D,tangent,S26
65,0.4483221476510067,0.4410812198760191,0.575,0.5766482841575398,2D,tangent,S28
66,0.4580645161290323,0.4606535178696022,0.5389766970618035,0.5381204910729869,2D,tangent,S29
67,0.440506329113924,0.4393427883756543,0.6285889269965704,0.626619676038993,2D,tangent,S30
68,0.6294478527607362,0.6268344096857115,0.7350110375275938,0.7321165424880428,2D,tangent,S36
69,0.5608695652173913,0.5681011180476496,0.6888579982891361,0.6873751004323736,2D,tangent,S38
70,0.3311475409836065,0.3311825984904022,0.4876730608840701,0.4864264775983472,2D,tangent,S39
71,0.540495867768595,0.5312741886171424,0.6049992878507335,0.5992964511982719,2D,tangent,S4
72,0.5017857142857143,0.4861485421023392,0.5278350515463918,0.5259998181906725,2D,tangent,S49
73,0.5032967032967033,0.5034815612911395,0.6243193777167696,0.6233159435200439,2D,tangent,S5
74,0.4938775510204081,0.4934224073445424,0.617368120358027,0.6153929920797206,2D,tangent,S51
75,0.8285714285714285,0.8295241087619807,0.7949152542372881,0.7951507021241648,2D,tangent,S52
76,0.4198198198198198,0.4080855335348421,0.5075757575757576,0.5016743840880413,2D,tangent,S57
77,0.3782608695652174,0.3718522284916792,0.5390570175438596,0.5301946697179155,2D,tangent,S60
78,0.552054794520548,0.5588576779754092,0.7232443612725302,0.7207277386399104,2D,tangent,S8
79,0.6333333333333333,0.6296831737481015,0.6995726840280577,0.6976163776263183,2D,tangent,S9
80,0.5869565010070801,0.5904241800308228,0.7818182110786438,0.7802597284317017,2D,TSCeption,S1
81,0.5839415788650513,0.5377963781356812,0.6034482717514038,0.6121766567230225,2D,TSCeption,S2
82,0.602150559425354,0.6044899225234985,0.785714328289032,0.7915499210357666,2D,TSCeption,S20
83,0.7100000381469727,0.7046165466308594,0.5853658318519592,0.5818356871604919,2D,TSCeption,S23
84,0.6124030947685242,0.6064028739929199,0.7586206793785095,0.758544921875,2D,TSCeption,S26
85,0.7449663877487183,0.7432337999343872,0.7049180269241333,0.7134521007537842,2D,TSCeption,S28
86,0.5806452035903931,0.5367147922515869,0.5,0.4655677676200866,2D,TSCeption,S29
87,0.6329114437103271,0.6213022470474243,0.71875,0.7153423428535461,2D,TSCeption,S30
88,0.7607361674308777,0.7605485320091248,0.7619048357009888,0.7597646713256836,2D,TSCeption,S36
89,0.7336956262588501,0.7263171076774597,0.8695651888847351,0.8682950139045715,2D,TSCeption,S38
90,0.8360655903816223,0.8347637057304382,0.8478261232376099,0.847015917301178,2D,TSCeption,S39
91,0.4958677589893341,0.4817106425762176,0.6666666865348816,0.6596025228500366,2D,TSCeption,S4
92,0.7410714030265808,0.7428288459777832,0.7142857313156128,0.7222118973731995,2D,TSCeption,S49
93,0.7362637519836426,0.7388800382614136,0.7435897588729858,0.7501776218414307,2D,TSCeption,S5
94,0.5765306353569031,0.5637096762657166,0.6164383292198181,0.6107999086380005,2D,TSCeption,S51
95,0.8214285969734192,0.8226433396339417,0.8799999952316284,0.8790720701217651,2D,TSCeption,S52
96,0.7477477788925171,0.74824458360672,0.6976743936538696,0.7047991156578064,2D,TSCeption,S57
97,0.72826087474823,0.7151097655296326,0.7560975551605225,0.7541710734367371,2D,TSCeption,S60
98,0.7191780805587769,0.7220417261123657,0.7586206793785095,0.7587171792984009,2D,TSCeption,S8
99,0.8055555820465088,0.8052598237991333,0.6666666865348816,0.6704496145248413,2D,TSCeption,S9
100,0.7339622641509435,0.7269150475931188,0.7872308733920108,0.784431580550178,LR,csp,S2
101,0.9401360544217686,0.9402227864162874,0.9216783216783216,0.921549749262199,LR,csp,S20
102,0.6862745098039216,0.6771762989735577,0.7734975136159129,0.7706633512632133,LR,csp,S28
103,0.8767932489451477,0.876394294758625,0.8897196261682243,0.889438665588786,LR,csp,S30
104,0.8117154811715481,0.8088057588233791,0.7545204242834574,0.7541048322062671,LR,csp,S36
105,0.5021645021645021,0.404676627446019,0.545195358749704,0.4307409608762523,LR,csp,S38
106,0.776774193548387,0.7766488845042339,0.8237500000000001,0.8229692621725009,LR,csp,S39
107,0.7518716577540107,0.751451125082277,0.6925046040515653,0.6903486253225424,LR,csp,S4
108,0.7152,0.7146044283332211,0.6947995889003084,0.6930058514090301,LR,csp,S43
109,0.8513157894736842,0.8510455915998824,0.8133145657387134,0.8131480965539233,LR,csp,S49
110,0.914102564102564,0.9143816679534488,0.9583333333333334,0.95832924108816,LR,csp,S5
111,0.5882882882882884,0.5710378258808497,0.6051130486182947,0.599816963704475,LR,csp,S50
112,0.6121951219512195,0.6017439314165648,0.6717948717948717,0.667677910009361,LR,csp,S51
113,0.776470588235294,0.7742959216188897,0.8101688143042655,0.8097131605489448,LR,csp,S52
114,0.9215686274509804,0.9213389830295288,0.9136363636363636,0.9135940120112448,LR,csp,S57
115,0.8012048192771084,0.8000290421612432,0.8679968944099379,0.8675055256412669,LR,csp,S60
116,0.7623931623931623,0.7609901467378302,0.7664251537935748,0.7663100510074857,LR,csp,S8
117,0.9581589958158996,0.9581460722548922,0.91595531710442,0.9159421071908422,LR,csp,S9
118,0.5094339847564697,0.0,0.3908045887947082,0.0,LR,EEGConformer,S2
119,0.442176878452301,0.6132075190544128,0.5423728823661804,0.7032967209815979,LR,EEGConformer,S20
120,0.5,0.6666666865348816,0.4941176474094391,0.6614173054695129,LR,EEGConformer,S28
121,0.502109706401825,0.6685393452644348,0.516853928565979,0.6814814805984497,LR,EEGConformer,S30
122,0.4895397424697876,0.0,0.4482758641242981,0.0,LR,EEGConformer,S36
123,0.4761904776096344,0.0,0.5411764979362488,0.6290322542190552,LR,EEGConformer,S38
124,0.4903225898742676,0.0,0.5373134613037109,0.0,LR,EEGConformer,S39
125,0.5347593426704407,0.0,0.5135135054588318,0.0,LR,EEGConformer,S4
126,0.5519999861717224,0.0,0.6206896305084229,0.550000011920929,LR,EEGConformer,S43
127,0.4736842215061188,0.0,0.4745762646198272,0.0,LR,EEGConformer,S49
128,0.5641025900840759,0.0,0.5362318754196167,0.6336633563041687,LR,EEGConformer,S5
129,0.5090090036392212,0.0,0.6097561120986938,0.0,LR,EEGConformer,S50
130,0.5081300735473633,0.0,0.4375,0.0,LR,EEGConformer,S51
131,0.516339898109436,0.0,0.4406779706478119,0.0,LR,EEGConformer,S52
132,0.4771241843700409,0.0,0.5166666507720947,0.0,LR,EEGConformer,S57
133,0.5060241222381592,0.0,0.5,0.0,LR,EEGConformer,S60
134,0.5085470080375671,0.0,0.4302325546741485,0.0,LR,EEGConformer,S8
135,0.4769874513149261,0.0,0.47826087474823,0.0,LR,EEGConformer,S9
136,0.8679245114326477,0.8782608509063721,0.954023003578186,0.9622641801834106,LR,EEGNet,S2
137,0.9727891087532043,0.9696969985961914,0.98305082321167,0.9846153855323792,LR,EEGNet,S20
138,0.8382353186607361,0.8390243649482727,0.8823529481887817,0.8837209343910217,LR,EEGNet,S28
139,0.9578059315681458,0.9593495726585388,0.9887640476226808,0.9892473220825196,LR,EEGNet,S30
140,0.9163179993629456,0.9193548560142516,0.9195402264595032,0.9292929172515868,LR,EEGNet,S36
141,0.939393937587738,0.942148745059967,0.9411764740943908,0.9367088675498962,LR,EEGNet,S38
142,0.9548386931419371,0.9542483687400818,0.9850746393203736,0.9841269850730896,LR,EEGNet,S39
143,0.8609625697135925,0.8354430198669434,0.9324324131011964,0.9275362491607666,LR,EEGNet,S4
144,0.7919999957084656,0.7796609997749329,0.8965517282485962,0.8799999952316284,LR,EEGNet,S43
145,0.8618420958518982,0.8627451062202454,0.8813559412956238,0.892307698726654,LR,EEGNet,S49
146,0.92948716878891,0.9208633303642272,1.0,1.0,LR,EEGNet,S5
147,0.7882882952690125,0.7344632744789124,0.9146341681480408,0.8852459192276001,LR,EEGNet,S50
148,0.792682945728302,0.7605633735656738,0.8854166865348816,0.8888888955116272,LR,EEGNet,S51
149,0.7973856329917908,0.791946291923523,0.9152542352676392,0.9230769276618958,LR,EEGNet,S52
150,0.9673202633857728,0.9696969985961914,0.9833333492279052,0.98305082321167,LR,EEGNet,S57
151,0.9337349534034728,0.937142848968506,0.9848484992980956,0.9850746393203736,LR,EEGNet,S60
152,0.9444444179534912,0.9442059993743896,0.9534883499145508,0.9591836929321288,LR,EEGNet,S8
153,0.9539749026298524,0.9575289487838744,1.0,1.0,LR,EEGNet,S9
154,0.9367924528301886,0.9366403667314896,0.9838185511171292,0.9837685903964666,LR,riemann,S2
155,0.9523809523809524,0.9524666507765072,0.9692307692307692,0.9692405948936064,LR,riemann,S20
156,0.8549019607843137,0.8539236553301397,0.9192327729102534,0.9190612924475156,LR,riemann,S28
157,0.9400843881856542,0.940041258223736,0.9411214953271028,0.9410265725442112,LR,riemann,S30
158,0.9188284518828452,0.9187811746394606,0.9057503949447078,0.9056109484316638,LR,riemann,S36
159,0.8502164502164501,0.8498633048117196,0.910551740468861,0.9103760410359124,LR,riemann,S38
160,0.8438709677419356,0.8433948905223876,0.93125,0.9306821451934708,LR,riemann,S39
161,0.9112299465240644,0.911066703484251,0.9133701657458564,0.9130753823750596,LR,riemann,S4
162,0.8160000000000001,0.8160251066904781,0.903802672147996,0.903769274423346,LR,riemann,S43
163,0.9263157894736842,0.9261134526876652,0.9102700448336982,0.910238288111292,LR,riemann,S49
164,0.9448717948717948,0.9445674955500036,0.9761904761904764,0.9761786523785057,LR,riemann,S5
165,0.7837837837837839,0.7817237894415145,0.8480961528988719,0.8475203215889351,LR,riemann,S50
166,0.7569105691056912,0.7556151092468502,0.8247863247863247,0.8242950971479276,LR,riemann,S51
167,0.8718954248366012,0.8713368378611179,0.910718209969034,0.9105497131378504,LR,riemann,S52
168,0.9411764705882352,0.941058201052735,0.9581487956487956,0.9579995855640976,LR,riemann,S57
169,0.9373493975903614,0.9372758347391782,0.9850077639751552,0.9850072285506526,LR,riemann,S60
170,0.8965811965811966,0.8964501695903776,0.9446662109820004,0.9446608762195564,LR,riemann,S8
171,0.9673640167364016,0.9673453033143536,0.9400464445868032,0.9400401252358772,LR,riemann,S9
172,0.930188679245283,0.9299795488670254,0.977165425411871,0.9771041582368132,LR,tangent,S2
173,0.8993197278911564,0.899551348627187,0.9412587412587412,0.9411776905653207,LR,tangent,S20
174,0.8117647058823529,0.8113111412088578,0.8988112716078618,0.8987045851460517,LR,tangent,S28
175,0.9080168776371308,0.9077642866498716,0.9252336448598132,0.9251326501451926,LR,tangent,S30
176,0.806694560669456,0.8038720532334276,0.8581629429022793,0.8577992059672189,LR,tangent,S36
177,0.805194805194805,0.8046592105185063,0.8862893677480465,0.8862083742553535,LR,tangent,S38
178,0.8464516129032258,0.8456521377430922,0.93375,0.9335794271568298,LR,tangent,S39
179,0.8684491978609625,0.8685315955291216,0.8978391651319828,0.8979075323871868,LR,tangent,S4
180,0.6687999999999998,0.6642873490654675,0.8163412127440903,0.8135824733870262,LR,tangent,S43
181,0.8644736842105262,0.8642080598898187,0.8754248774893127,0.8751122638897781,LR,tangent,S49
182,0.9192307692307692,0.9184348780141314,0.9607142857142856,0.9606933087616316,LR,tangent,S5
183,0.7576576576576576,0.7570169424155722,0.823205753411162,0.8225001697836442,LR,tangent,S50
184,0.751219512195122,0.7509947042264814,0.8179487179487179,0.8175443089703286,LR,tangent,S51
185,0.8875816993464053,0.8870336870498632,0.906492857856358,0.9059789839501876,LR,tangent,S52
186,0.9241830065359478,0.9236005663700227,0.9315947940947942,0.9313689418557743,LR,tangent,S57
187,0.83855421686747,0.8382124783912988,0.9575854037267082,0.957522009826911,LR,tangent,S60
188,0.882905982905983,0.8829116494391309,0.92082023239918,0.920685147765584,LR,tangent,S8
189,0.9456066945606694,0.945599250547088,0.9328595451633568,0.9328080935416694,LR,tangent,S9
190,0.9103773832321168,0.91244238615036,1.0,1.0,LR,TSCeption,S2
191,0.9251700639724731,0.919708013534546,0.98305082321167,0.9846153855323792,LR,TSCeption,S20
192,0.8921568393707275,0.8888888955116272,0.9411764740943908,0.9382715821266174,LR,TSCeption,S28
193,0.9789029359817504,0.979253113269806,0.9887640476226808,0.9892473220825196,LR,TSCeption,S30
194,0.9121338725090028,0.907489001750946,0.954023003578186,0.957446813583374,LR,TSCeption,S36
195,0.9220778942108154,0.921052634716034,0.929411768913269,0.921052634716034,LR,TSCeption,S38
196,0.9225806593894958,0.9220778942108154,0.9701492786407472,0.96875,LR,TSCeption,S39
197,0.5614973306655884,0.1086956486105918,0.9189189076423644,0.9142857193946838,LR,TSCeption,S4
198,0.9039999842643738,0.8965517282485962,0.982758641242981,0.9777777791023254,LR,TSCeption,S43
199,0.9473684430122375,0.948051929473877,0.9491525292396544,0.9508196711540222,LR,TSCeption,S49
200,0.942307710647583,0.932330846786499,1.0,1.0,LR,TSCeption,S5
201,0.914414405822754,0.9140271544456482,1.0,1.0,LR,TSCeption,S50
202,0.7560975551605225,0.7272727489471436,0.8958333134651184,0.901960790157318,LR,TSCeption,S51
203,0.9346405267715454,0.9333333373069764,0.9661017060279846,0.96875,LR,TSCeption,S52
204,0.9542483687400818,0.9554139971733092,0.9833333492279052,0.98305082321167,LR,TSCeption,S57
205,0.9638554453849792,0.9634146094322203,1.0,1.0,LR,TSCeption,S60
206,0.935897409915924,0.9327354431152344,0.9767441749572754,0.9791666865348816,LR,TSCeption,S8
207,0.9539749026298524,0.957198441028595,0.989130437374115,0.9896907210350036,LR,TSCeption,S9
